index_content,word,nature,content_type,index_word
1008,贼,n,neg,1
1008,贵,a,neg,2
1008,材料,n,neg,3
1008,加进去,v,neg,4
1008,送,v,neg,5
1008,东西,ns,neg,6
1009,安装,v,neg,0
1009,提前,v,neg,1
1009,说加,v,neg,2
1009,配件,n,neg,3
1009,价位,n,neg,4
1009,安装工人,l,neg,5
1009,装上,v,neg,6
1009,装上,v,neg,7
1009,过才,t,neg,8
1009,配件,n,neg,9
1009,价位,n,neg,10
1009,价格,n,neg,11
1009,统一,vn,neg,12
1009,安装,v,neg,13
1009,沟通,v,neg,14
1009,愉快,a,neg,15
1010,安装,v,neg,0
1010,自备,v,neg,1
1010,喷头,v,neg,2
1010,总开关,n,neg,3
1010,害得,v,neg,4
1010,跑来跑去,l,neg,5
1010,真,d,neg,6
1010,麻烦,an,neg,7
1010,购买,v,neg,8
1010,失望,v,neg,9
1011,花,v,neg,0
1011,洒,v,neg,1
1011,喷头,v,neg,2
1011,配件,n,neg,3
1011,收费,n,neg,4
1011,行业,n,neg,5
1011,遥控器,n,neg,6
1011,气,n,neg,7
1011,开裂,v,neg,8
1012,明明,t,neg,0
1012,装,v,neg,1
1012,师傅,nr,neg,2
1012,加,v,neg,3
1012,支架,n,neg,4
1012,水管,n,neg,5
1012,几条,m,neg,6
1012,胶管,n,neg,7
1012,钱,n,neg,8
1013,后悔,v,neg,0
1013,厂家,n,neg,1
1013,配件,n,neg,2
1013,网友,n,neg,3
1013,谨慎,a,neg,4
1013,单子,n,neg,5
1014,装好,v,neg,0
1014,漏水,n,neg,1
1014,现象,n,neg,2
1014,客服,n,neg,3
1014,售后,n,neg,4
1014,一周,m,neg,5
1014,时间,n,neg,6
1014,办事效率,n,neg,7
1014,低,a,neg,8
1014,售后,n,neg,9
1014,实在,v,neg,10
1015,商品,n,neg,0
1015,描述,v,neg,1
1015,客服,n,neg,2
1015,态度,n,neg,3
1015,不怎么样,l,neg,4
1015,问,v,neg,5
1015,她个,r,neg,6
1015,告诉,v,neg,7
1015,有事,r,neg,8
1015,找,v,neg,9
1015,售后,n,neg,10
1016,说好,v,neg,0
1016,师傅,nr,neg,1
1016,上门,ns,neg,2
1016,安装,v,neg,3
1016,预约,v,neg,4
1016,两次,m,neg,5
1016,没人来,l,neg,6
1016,接电话,l,neg,7
1016,太,d,neg,8
1016,负责,v,neg,9
1017,安装,v,neg,0
1017,块,zg,neg,1
1017,大洋,ns,neg,2
1017,店里,n,neg,3
1017,包装,v,neg,4
1017,参照,v,neg,5
1017,材料,n,neg,6
1018,速度,n,neg,0
1018,很快,d,neg,1
1018,便宜,a,neg,2
1019,东西,ns,neg,0
1019,不错,a,neg,1
1019,安装,v,neg,2
1019,师傅,nr,neg,3
1019,太坑,n,neg,4
1019,了收,v,neg,5
1019,安装费,n,neg,6
1020,安装,v,neg,0
1020,师傅,nr,neg,1
1020,机子,n,neg,2
1020,挂,v,neg,3
1020,电路,n,neg,4
1020,合适,a,neg,5
1021,到货,v,neg,0
1021,星期,t,neg,1
1021,安装,v,neg,2
1021,售后,n,neg,3
1022,剩余,v,neg,0
1022,水量,n,neg,1
1022,一大,a,neg,2
1022,败笔,n,neg,3
1024,去年,t,neg,0
1024,纪念,n,neg,1
1024,配件,n,neg,2
1024,齐全,nr,neg,3
1025,品质,n,neg,0
1025,质量,n,neg,1
1025,图,n,neg,2
1025,错觉,n,neg,3
1025,买花,n,neg,4
1025,安装,v,neg,5
1025,花,v,neg,6
1025,忍,v,neg,7
1025,花,v,neg,8
1025,洒,v,neg,9
1025,用过,v,neg,10
1025,两次,m,neg,11
1025,掉,v,neg,12
1025,地上,s,neg,13
1025,成,v,neg,14
1025,图片,n,neg,15
1025,样子,n,neg,16
1025,请问,v,neg,17
1025,玻璃,n,neg,18
1025,做,v,neg,19
1025,品质,n,neg,20
1025,一次性,d,neg,21
1025,语,n,neg,22
1025,信赖,n,neg,23
1025,小伙伴,n,neg,24
1025,实体店,n,neg,25
1025,不靠,v,neg,26
1025,谱,v,neg,27
1026,安装,v,neg,0
1026,人员,n,neg,1
1026,乱收费,n,neg,2
1026,材料,n,neg,3
1026,夸大,v,neg,4
1026,费用,n,neg,5
1026,成倍,m,neg,6
1026,地算,n,neg,7
1026,拿出,v,neg,8
1026,收费,n,neg,9
1026,标准,n,neg,10
1026,消费者,n,neg,11
1026,相当于,v,neg,12
1026,上当,v,neg,13
1026,后悔,v,neg,14
1026,不配,v,neg,15
1026,喷头,v,neg,16
1026,混,n,neg,17
1026,水分,n,neg,18
1026,很好,a,neg,19
1026,太,d,neg,20
1026,买好,v,neg,21
1026,少,a,neg,22
1026,少,a,neg,23
1026,逼,v,neg,24
1026,配件,n,neg,25
1026,安装,v,neg,26
1026,人员,n,neg,27
1026,东西,ns,neg,28
1026,乱收费,n,neg,29
1026,这款,r,neg,30
1026,产品,n,neg,31
1026,先,d,neg,32
1026,评价,n,neg,33
1026,全,a,neg,34
1026,差,a,neg,35
1026,评,n,neg,36
1026,改正,v,neg,37
1026,网购,v,neg,38
1026,十几年,m,neg,39
1026,垃圾,n,neg,40
1027,太坑,n,neg,0
1027,猜猜,v,neg,1
1027,安装,v,neg,2
1027,钱,n,neg,3
1027,安装,v,neg,4
1027,价格,n,neg,5
1027,原价,n,neg,6
1027,无语,v,neg,7
1027,空,n,neg,8
1027,机器,n,neg,9
1027,配件,n,neg,10
1027,花钱买,ns,neg,11
1027,太,d,neg,12
1027,坑人,n,neg,13
1028,申明,v,neg,0
1028,评论,n,neg,1
1028,商品,n,neg,2
1028,关系,n,neg,3
1028,真的,d,neg,4
1028,垃圾,n,neg,5
1028,凌晨,t,neg,6
1028,白条,n,neg,7
1028,期,n,neg,8
1028,还款,v,neg,9
1028,日,m,neg,10
1028,没错,v,neg,11
1028,利息,n,neg,12
1028,服务费,n,neg,13
1028,踏,v,neg,14
1028,马,n,neg,15
1028,醉,v,neg,16
1028,打电话,l,neg,17
1028,问,n,neg,18
1028,一次性,d,neg,19
1028,还款,v,neg,20
1028,取消,v,neg,21
1028,服务费,n,neg,22
1028,一句,m,neg,23
1028,蚂蚁,n,neg,24
1028,踏,v,neg,25
1028,马,n,neg,26
1028,醉,v,neg,27
1028,上网,v,neg,28
1028,搜,v,neg,29
1028,好多,m,neg,30
1028,吃,v,neg,31
1028,亏,vn,neg,32
1028,真无语,i,neg,33
1028,果断,d,neg,34
1028,购物,n,neg,35
1028,购物,n,neg,36
1028,小心,n,neg,37
1028,点,m,neg,38
1029,毛病,n,neg,0
1029,装,v,neg,1
1029,机器,n,neg,2
1029,不要脸,l,neg,3
1029,费用,n,neg,4
1029,通,v,neg,5
1029,加,v,neg,6
1029,封顶,n,neg,7
1029,几个,m,neg,8
1029,少于,v,neg,9
1029,承认,v,neg,10
1029,赚钱,v,neg,11
1029,不要脸,l,neg,12
1029,接受,v,neg,13
1029,可单,a,neg,14
1029,收费,n,neg,15
1029,真心,d,neg,16
1029,无耻,a,neg,17
1029,有种,r,neg,18
1029,上当,v,neg,19
1029,感觉,n,neg,20
1030,欺诈,vn,neg,0
1030,消费者,n,neg,1
1030,受骗,v,neg,2
1030,销量,n,neg,3
1030,选择,v,neg,4
1030,主,b,neg,5
1030,页面,n,neg,6
1030,写,v,neg,7
1030,上门,ns,neg,8
1030,安装,v,neg,9
1030,下单,n,neg,10
1030,主动,b,neg,11
1030,默认,v,neg,12
1030,送货,v,neg,13
1030,上门,ns,neg,14
1030,安装时间,l,neg,15
1030,不知情,i,neg,16
1030,情况,n,neg,17
1030,下让,v,neg,18
1030,安装,v,neg,19
1030,师傅,nr,neg,20
1030,安装,v,neg,21
1030,收取,v,neg,22
1030,材料费,n,neg,23
1030,东西,ns,neg,24
1030,写,v,neg,25
1030,上门,ns,neg,26
1030,安装,v,neg,27
1030,免费,vn,neg,28
1030,并不知道,l,neg,29
1030,辅材,n,neg,30
1030,欺诈,vn,neg,31
1030,消费者,n,neg,32
1030,做,v,neg,33
1030,律师,n,neg,34
1030,实在,v,neg,35
1030,无法忍受,l,neg,36
1030,欺骗,v,neg,37
1030,欺骗,v,neg,38
1031,送货,v,neg,0
1031,确实,ad,neg,1
1031,很快,d,neg,2
1031,物流,n,neg,3
1031,点,m,neg,4
1031,赞,v,neg,5
1031,送过来,l,neg,6
1031,筒子,n,neg,7
1031,配件,n,neg,8
1031,人无语,i,neg,9
1031,本来,t,neg,10
1031,家里,s,neg,11
1031,老人,n,neg,12
1031,老人家,n,neg,13
1031,四处,m,neg,14
1031,配件,n,neg,15
1031,安装,v,neg,16
1031,安装,v,neg,17
1031,结束,v,neg,18
1031,后才,t,neg,19
1031,告诉,v,neg,20
1031,老人,n,neg,21
1031,管子,n,neg,22
1031,米,m,neg,23
1031,收费,n,neg,24
1031,总共,b,neg,25
1031,块,q,neg,26
1031,配件,n,neg,27
1031,安装费,n,neg,28
1031,花,v,neg,29
1031,坑,n,neg,30
1031,字,n,neg,31
1031,星,n,neg,32
1032,物品,n,neg,0
1032,安装,v,neg,1
1032,质量,n,neg,2
1032,后期,t,neg,3
1032,安装,v,neg,4
1032,过程,n,neg,5
1032,人无语,i,neg,6
1032,安装,v,neg,7
1032,师傅,nr,neg,8
1032,配件,n,neg,9
1032,安装,v,neg,10
1032,强买强卖,l,neg,11
1032,品牌,n,neg,12
1032,售后服务,l,neg,13
1032,廉价,n,neg,14
1032,品牌形象,n,neg,15
1032,下次,t,neg,16
1032,选择,v,neg,17
1032,牌子,n,neg,18
1033,购物,n,neg,0
1033,第一个,m,neg,1
1033,差,a,neg,2
1033,评,n,neg,3
1034,单才,nr,neg,0
1034,礼品,n,neg,1
1034,讨厌,v,neg,2
1034,东西,ns,neg,3
1034,不错,a,neg,4
1034,值得,v,neg,5
1034,购买,v,neg,6
1034,手段,n,neg,7
1034,不好,d,neg,8
1034,东西,ns,neg,9
1034,差,a,neg,10
1034,评,n,neg,11
1035,收到,v,neg,0
1035,货,n,neg,1
1035,遥控器,n,neg,2
1035,坏,a,neg,3
1035,客服,n,neg,4
1035,售后,n,neg,5
1035,电话,n,neg,6
1035,上门,ns,neg,7
1035,维修,v,neg,8
1035,寄,v,neg,9
1035,付,v,neg,10
1035,运费,vn,neg,11
1035,收到,v,neg,12
1035,坏,a,neg,13
1035,售后,n,neg,14
1035,真让人,n,neg,15
1035,糟心,a,neg,16
1036,产品,n,neg,0
1036,安装,v,neg,1
1036,师傅,nr,neg,2
1036,服务,vn,neg,3
1036,不好,d,neg,4
1036,乱收费,n,neg,5
1036,安装费,n,neg,6
1036,标准,n,neg,7
1036,想收,v,neg,8
1036,气愤,n,neg,9
1036,差,a,neg,10
1036,评差,n,neg,11
1036,评,v,neg,12
1037,太坑,n,neg,0
1037,空桶,n,neg,1
1037,阀,n,neg,2
1037,头,n,neg,3
1037,东西,ns,neg,4
1037,加,v,neg,5
1037,接近,v,neg,6
1037,热水,n,neg,7
1037,空桶,n,neg,8
1038,领,v,neg,0
1038,礼品,n,neg,1
1038,真的,d,neg,2
1038,够,v,neg,3
1038,浴巾,n,neg,4
1038,网址,n,neg,5
1038,打不开,v,neg,6
1038,微信,vn,neg,7
1038,扫,v,neg,8
1038,二维码,n,neg,9
1038,一大堆,m,neg,10
1038,填表,v,neg,11
1038,够够,a,neg,12
1038,功夫,n,neg,13
1039,冷热水,n,neg,0
1039,开关,v,neg,1
1039,花洒,nr,neg,2
1039,膨胀,v,neg,3
1039,钉,v,neg,4
1039,店,n,neg,5
1039,不卖,v,neg,6
1039,热得快,a,neg,7
1039,算了,v,neg,8
1040,垃圾,n,neg,0
1040,包,v,neg,1
1040,安装,v,neg,2
1040,帮,v,neg,3
1040,挂,v,neg,4
1040,墙上,s,neg,5
1040,配件,n,neg,6
1040,不用,v,neg,7
1040,帮,v,neg,8
1040,装上去,v,neg,9
1040,亏,v,neg,10
1040,两台,m,neg,11
1041,垃圾,n,neg,0
1041,客服,n,neg,1
1041,卖,v,neg,2
1041,东西,ns,neg,3
1041,回话,v,neg,4
1041,天天,t,neg,5
1041,机器人,n,neg,6
1041,只管,c,neg,7
1041,售前,v,neg,8
1042,淋雨,n,neg,0
1042,喷头,v,neg,1
1042,评价,n,neg,2
1042,失望,v,neg,3
1044,垃圾,n,neg,0
1045,收费,n,neg,0
1045,块钱,n,neg,1
1046,东西,ns,neg,0
1046,行,zg,neg,1
1046,扯淡,v,neg,2
1046,售后,n,neg,3
1046,安装,v,neg,4
1046,忽悠,z,neg,5
1046,几天,m,neg,6
1046,安装,v,neg,7
1046,玩意,n,neg,8
1046,收,v,neg,9
1046,安装费,n,neg,10
1046,老人家,n,neg,11
1046,在家,r,neg,12
1046,刚刚,d,neg,13
1046,勇气,n,neg,14
1046,块,zg,neg,15
1046,安装费,n,neg,16
1046,收,v,neg,17
1046,售后,n,neg,18
1046,安装,v,neg,19
1046,不过如此,c,neg,20
1046,差,a,neg,21
1046,评,n,neg,22
1046,产品,n,neg,23
1046,差,a,neg,24
1046,评,n,neg,25
1047,差,a,neg,0
1047,评,n,neg,1
1047,差评,n,neg,2
1047,按规定,l,neg,3
1047,时间,n,neg,4
1047,送货,v,neg,5
1047,提前结束,i,neg,6
1047,送到,v,neg,7
1047,迟迟,d,neg,8
1047,未,d,neg,9
1047,送货,v,neg,10
1047,送过来,l,neg,11
1047,扔下,v,neg,12
1047,走,v,neg,13
1047,安排,v,neg,14
1047,安装,v,neg,15
1047,联系人,n,neg,16
1047,安装,v,neg,17
1047,安装,v,neg,18
1047,答复,v,neg,19
1047,原因,n,neg,20
1047,气,n,neg,21
1047,炸,v,neg,22
1048,安完,v,neg,0
1048,客服,n,neg,1
1048,不上,d,neg,2
1048,晒图,v,neg,3
1048,工具,n,neg,4
1048,保价,n,neg,5
1048,返钱,v,neg,6
1048,客服,n,neg,7
1048,机器人,n,neg,8
1048,客服,n,neg,9
1048,卖完,v,neg,10
1048,东西,ns,neg,11
1048,回信,v,neg,12
1048,差,a,neg,13
1048,评差,n,neg,14
1048,评差,n,neg,15
1048,评,v,neg,16
1048,事情,n,neg,17
1048,三遍,m,neg,18
1048,客服,n,neg,19
1048,回,v,neg,20
1048,投诉,v,neg,21
1050,最差,a,neg,0
1050,售后服务,l,neg,1
1050,安装,v,neg,2
1050,师傅,nr,neg,3
1050,鬼迷日眼,i,neg,4
1050,换,v,neg,5
1050,两次,m,neg,6
1050,搞不定,v,neg,7
1050,小区,n,neg,8
1050,水管,n,neg,9
1050,不好,d,neg,10
1050,接,v,neg,11
1050,电线,n,neg,12
1050,不好,d,neg,13
1050,接,v,neg,14
1050,技术,n,neg,15
1050,差,a,neg,16
1050,外面,f,neg,17
1050,找,v,neg,18
1050,水电工,n,neg,19
1050,安装,v,neg,20
1050,好好,d,neg,21
1050,家用电器,n,neg,22
1050,选择,v,neg,23
1052,公司,n,neg,0
1052,商品,n,neg,1
1052,配件,n,neg,2
1052,绑架,v,neg,3
1052,客户,n,neg,4
1052,说白了,l,neg,5
1052,安装,v,neg,6
1052,外,f,neg,7
1052,包,v,neg,8
1052,挣,v,neg,9
1052,一笔,m,neg,10
1052,机器,n,neg,11
1052,送到,v,neg,12
1052,碰,v,neg,13
1052,碰,v,neg,14
1052,真,d,neg,15
1052,卫生间,n,neg,16
1052,装修,v,neg,17
1052,接触,v,neg,18
1052,再也不会,l,neg,19
1052,他家,r,neg,20
1052,产品,n,neg,21
1053,装,v,neg,0
1053,烧水,n,neg,1
1053,时,ng,neg,2
1053,响声,n,neg,3
1053,两天,m,neg,4
1053,追评,v,neg,5
1053,十一,m,neg,6
1053,机器,n,neg,7
1053,九号,m,neg,8
1053,降价,n,neg,9
1053,感叹,v,neg,10
1054,感觉,n,neg,0
1054,垃圾,n,neg,1
1055,购买,v,neg,0
1055,降价,n,neg,1
1055,差,a,neg,2
1055,评,n,neg,3
1056,安装,v,neg,0
1056,服务,vn,neg,1
1056,太,d,neg,2
1056,差,a,neg,3
1056,通电话,l,neg,4
1056,找到,v,neg,5
1056,店,n,neg,6
1056,真,d,neg,7
1056,没心,v,neg,8
1057,用户,n,neg,0
1057,未填写,i,neg,1
1057,评价,n,neg,2
1057,内容,n,neg,3
1058,送货,v,neg,0
1058,送到,v,neg,1
1058,电梯,n,neg,2
1058,门口,s,neg,3
1058,沉叫,v,neg,4
1058,抬回去,l,neg,5
1058,家电,j,neg,6
1058,东西,ns,neg,7
1058,送到,v,neg,8
1058,门口,s,neg,9
1058,服务,vn,neg,10
1058,满意,v,neg,11
1060,满意,v,neg,0
1060,机身,n,neg,1
1060,单独,d,neg,2
1060,购买,v,neg,3
1060,客服,n,neg,4
1060,提前,v,neg,5
1060,最差,a,neg,6
1060,购物,n,neg,7
1060,体验,n,neg,8
1061,垃圾,n,neg,0
1061,售后,n,neg,1
1061,号到,v,neg,2
1061,打电话,l,neg,3
1061,售后,n,neg,4
1061,备案,n,neg,5
1061,更换,v,neg,6
1061,地址,n,neg,7
1061,号,q,neg,8
1061,安装,v,neg,9
1061,刚刚,d,neg,10
1061,收到,v,neg,11
1061,电话,n,neg,12
1061,忘记,v,neg,13
1061,有单,a,neg,14
1061,派来,v,neg,15
1062,发错,v,neg,0
1062,货,n,neg,1
1062,价格,n,neg,2
1062,高,a,neg,3
1062,发,v,neg,4
1062,便宜,a,neg,5
1063,配件,n,neg,0
1063,安装,v,neg,1
1063,师傅,nr,neg,2
1063,配件,n,neg,3
1063,市场价,n,neg,4
1063,六倍,m,neg,5
1063,免费,vn,neg,6
1063,安装,v,neg,7
1063,变相,n,neg,8
1063,收费,n,neg,9
1064,耗电量,n,neg,0
1065,一颗,m,neg,0
1065,星,n,neg,1
1065,不想,v,neg,2
1065,安装,v,neg,3
1065,人员,n,neg,4
1065,两天,m,neg,5
1065,来得,v,neg,6
1065,晚,tg,neg,7
1065,半天,m,neg,8
1065,找,v,neg,9
1065,不到,v,neg,10
1065,路,n,neg,11
1065,带齐,v,neg,12
1065,东西,ns,neg,13
1065,自备,v,neg,14
1065,材料,n,neg,15
1065,理由,n,neg,16
1065,安装,v,neg,17
1065,嫌弃,v,neg,18
1065,钱,n,neg,19
1065,安装,v,neg,20
1065,做,v,neg,21
1065,服务态度,n,neg,22
1066,愉快,a,neg,0
1066,购物,n,neg,1
1066,用户,n,neg,2
1066,购买,v,neg,3
1066,时,n,neg,4
1066,看清楚,l,neg,5
1066,点,m,neg,6
1066,安装,v,neg,7
1066,费用,n,neg,8
1066,超过,v,neg,9
1066,封顶,n,neg,10
1067,售后服务,l,neg,0
1067,消费者,n,neg,1
1067,不负责任,l,neg,2
1067,消费者,n,neg,3
1067,隐瞒,v,neg,4
1067,安装,v,neg,5
1067,收费,n,neg,6
1067,方式,n,neg,7
1067,变相,n,neg,8
1067,收费,n,neg,9
1067,配件,n,neg,10
1067,价格,n,neg,11
1067,主导,b,neg,12
1067,售后,n,neg,13
1067,人员,n,neg,14
1067,每位,r,neg,15
1067,客户,n,neg,16
1067,安装费,n,neg,17
1067,漏电,nz,neg,18
1067,顾客,nr,neg,19
1067,恐惧,an,neg,20
1067,购买,v,neg,21
1067,安装,v,neg,22
1067,配件,n,neg,23
1067,电话,n,neg,24
1067,回访,v,neg,25
1067,时,n,neg,26
1067,问,v,neg,27
1067,售后,n,neg,28
1067,明管不装,l,neg,29
1067,不锈,v,neg,30
1067,装,v,neg,31
1067,塑料管,n,neg,32
1067,漏电,nz,neg,33
1067,暗管,n,neg,34
1067,装,v,neg,35
1067,说不出,v,neg,36
1067,原因,n,neg,37
1067,问,n,neg,38
1067,安装,v,neg,39
1067,人员,n,neg,40
1067,收,v,neg,41
1067,钱,n,neg,42
1067,记录,n,neg,43
1067,监管,vn,neg,44
1067,收费,n,neg,45
1067,钱,n,neg,46
1067,寻找,v,neg,47
1067,知情权,n,neg,48
1067,没法,v,neg,49
1067,回答,v,neg,50
1067,避开,v,neg,51
1067,答案,n,neg,52
1067,服务员,n,neg,53
1067,语气,n,neg,54
1067,令人,nrt,neg,55
1067,发怒,v,neg,56
1067,希望,v,neg,57
1067,公司,n,neg,58
1067,解决,v,neg,59
1068,装,v,neg,0
1068,装,v,neg,1
1068,买回来,l,neg,2
1068,几天,m,neg,3
1068,降价,n,neg,4
1069,东西,ns,neg,0
1069,不错,a,neg,1
1069,加热,v,neg,2
1069,很快,d,neg,3
1069,扣,v,neg,4
1069,四颗星,n,neg,5
1069,是因为,c,neg,6
1069,安装,v,neg,7
1069,人员,n,neg,8
1069,需,v,neg,9
1069,整顿,m,neg,10
1069,肃,nr,neg,11
1069,风,n,neg,12
1069,符合,v,neg,13
1069,安装,v,neg,14
1069,规范,n,neg,15
1069,符合,v,neg,16
1069,说不清楚,l,neg,17
1069,块钱,n,neg,18
1069,帮,v,neg,19
1069,安装,v,neg,20
1069,符合,v,neg,21
1069,安装,v,neg,22
1069,符合,v,neg,23
1069,给点钱,v,neg,24
1069,符合,v,neg,25
1069,安装,v,neg,26
1069,规范,n,neg,27
1069,语,ng,neg,28
1069,找,v,neg,29
1069,安装,v,neg,30
1069,素质,n,neg,31
1069,安装,v,neg,32
1069,人员,n,neg,33
1069,丢脸,v,neg,34
1069,家,q,neg,35
1070,第一次,m,neg,0
1070,情况,n,neg,1
1070,配件,n,neg,2
1070,带齐,v,neg,3
1071,喷头,v,neg,0
1071,装个,b,neg,1
1071,喷头,v,neg,2
1071,提前,v,neg,3
1071,喷头,v,neg,4
1071,跑腿,n,neg,5
1071,多贵,a,neg,6
1071,时间,n,neg,7
1071,全,a,neg,8
1071,后期,t,neg,9
1071,安装,v,neg,10
1071,两百,m,neg,11
1071,够,v,neg,12
1071,全,a,neg,13
1071,花,v,neg,14
1071,推销,v,neg,15
1071,东西,ns,neg,16
1071,没用,v,neg,17
1071,商家,n,neg,18
1071,不让,v,neg,19
1071,信任,n,neg,20
1072,太,d,neg,0
1072,垃圾,n,neg,1
1072,安装,v,neg,2
1072,人员,n,neg,3
1072,压力,n,neg,4
1072,太,d,neg,5
1072,漏水,n,neg,6
1073,售后,n,neg,0
1073,收,v,neg,1
1073,叁佰,m,neg,2
1073,伍拾,nr,neg,3
1073,圆整,a,neg,4
1073,成,v,neg,5
1073,售后,n,neg,6
1073,败,v,neg,7
1073,售后,n,neg,8
1074,上门,ns,neg,0
1074,安装,v,neg,1
1074,特别,d,neg,2
1075,零件,mq,neg,0
1075,不齐,d,neg,1
1075,售后,n,neg,2
1075,解决,v,neg,3
1076,慎重,a,neg,0
1076,特别,d,neg,1
1076,糟糕,a,neg,2
1076,体验,n,neg,3
1076,家里,s,neg,4
1076,老人家,n,neg,5
1076,吵,v,neg,6
1076,三次,m,neg,7
1076,送货,v,neg,8
1076,开箱,n,neg,9
1076,道理,n,neg,10
1076,说好,v,neg,11
1076,安装,v,neg,12
1076,推,v,neg,13
1076,推迟,v,neg,14
1076,理解,v,neg,15
1076,开箱,n,neg,16
1076,道理,n,neg,17
1076,商量一下,l,neg,18
1076,装,v,neg,19
1076,不行,v,neg,20
1076,投诉,v,neg,21
1076,安装,v,neg,22
1076,人员,n,neg,23
1076,特别,d,neg,24
1076,拽,v,neg,25
1076,客服,n,neg,26
1076,回访,v,neg,27
1076,收获,v,neg,28
1076,号码,n,neg,29
1076,留,v,neg,30
1076,号码,n,neg,31
1076,打给,v,neg,32
1076,家里,s,neg,33
1076,态度,n,neg,34
1076,差,a,neg,35
1076,骂,v,neg,36
1076,第三次,m,neg,37
1076,装好,v,neg,38
1076,回家,n,neg,39
1076,装,v,neg,40
1076,特别,d,neg,41
1076,差,a,neg,42
1076,图,n,neg,43
1076,两边,f,neg,44
1076,平衡,a,neg,45
1076,专业,n,neg,46
1076,吵起来,v,neg,47
1076,懂,v,neg,48
1076,屁,n,neg,49
1076,空调,n,neg,50
1076,电磁炉,n,neg,51
1076,电饭煲,n,neg,52
1076,吸尘器,n,neg,53
1076,弄,v,neg,54
1076,成,n,neg,55
1076,委屈,v,neg,56
1076,没关系,l,neg,57
1076,家里,s,neg,58
1076,吵起来,v,neg,59
1076,客服,n,neg,60
1076,安装,v,neg,61
1076,送货,v,neg,62
1076,环节,n,neg,63
1076,做好,v,neg,64
1076,好好,d,neg,65
1076,说话,v,neg,66
1077,千万别,i,neg,0
1077,售后服务,l,neg,1
1077,太,d,neg,2
1077,差,a,neg,3
1077,太坑,n,neg,4
1078,差,a,neg,0
1078,评,n,neg,1
1078,机子,n,neg,2
1078,一台,m,neg,3
1078,配件,n,neg,4
1078,花,v,neg,5
1078,晒,v,neg,6
1078,冷热水,n,neg,7
1078,阀,n,neg,8
1078,配件,n,neg,9
1078,上门,ns,neg,10
1078,装,v,neg,11
1078,冷热水,n,neg,12
1078,阀,n,neg,13
1078,事后,t,neg,14
1078,上网,v,neg,15
1078,查,v,neg,16
1078,包,v,neg,17
1078,邮,n,neg,18
1078,最差,a,neg,19
1078,花,v,neg,20
1078,晒,v,neg,21
1078,收,v,neg,22
1078,反正,d,neg,23
1078,米,m,neg,24
1078,胶管,n,neg,25
1078,加,v,neg,26
1078,冷热水,n,neg,27
1078,阀加胶,n,neg,28
1078,弯头,v,neg,29
1078,再加,d,neg,30
1078,铜,n,neg,31
1078,三通,nz,neg,32
1078,分,q,neg,33
1078,一共,j,neg,34
1078,块钱,n,neg,35
1078,装,v,neg,36
1078,配件,n,neg,37
1078,市面,n,neg,38
1078,天价,n,neg,39
1078,句句实话,l,neg,40
1079,购物,n,neg,0
1079,体验,n,neg,1
1079,极差,n,neg,2
1080,星期,t,neg,0
1080,便宜,a,neg,1
1080,块钱,n,neg,2
1081,差,a,neg,0
1081,评,n,neg,1
1081,头,n,neg,2
1081,第二天,m,neg,3
1081,降,v,neg,4
1081,电器,n,neg,5
1081,水份,n,neg,6
1081,建议,n,neg,7
1081,慎重,a,neg,8
1081,下单,n,neg,9
1082,东西,ns,neg,0
1082,不好,d,neg,1
1082,安装,v,neg,2
1082,花,v,neg,3
1082,花,v,neg,4
1082,洒,v,neg,5
1082,胶,n,neg,6
1082,几天,m,neg,7
1082,烂,v,neg,8
1083,到货,v,neg,0
1083,星期,t,neg,1
1083,电话,n,neg,2
1083,装,n,neg,3
1083,服务,vn,neg,4
1083,太,d,neg,5
1083,差,a,neg,6
1084,垃圾,n,neg,0
1084,物流,n,neg,1
1084,老家,n,neg,2
1084,爸妈,n,neg,3
1084,送货,v,neg,4
1084,送到,v,neg,5
1084,半路,m,neg,6
1084,打电话,l,neg,7
1084,我家,r,neg,8
1084,自取,v,neg,9
1084,订单,n,neg,10
1084,送货,v,neg,11
1084,地址,n,neg,12
1084,斤,m,neg,13
1084,公里,q,neg,14
1084,鬼,n,neg,15
1084,物流,n,neg,16
1084,垃圾,n,neg,17
1084,真,d,neg,18
1084,心想,n,neg,19
1084,退货,v,neg,20
1084,物流,n,neg,21
1084,家里,s,neg,22
1084,取货,v,neg,23
1085,配,v,neg,0
1085,花,v,neg,1
1085,洒,v,neg,2
1085,配,v,neg,3
1085,安装费,n,neg,4
1085,贵,a,neg,5
1085,安装费,n,neg,6
1085,两百,m,neg,7
1086,便宜,a,neg,0
1086,货,n,neg,1
1086,华帝,nr,neg,2
1086,售后,n,neg,3
1086,相,v,neg,4
1086,痛心,v,neg,5
1087,安装,v,neg,0
1087,水,n,neg,1
1087,管接头,n,neg,2
1087,两个,m,neg,3
1087,洞,n,neg,4
1087,收,v,neg,5
1087,块,zg,neg,6
1087,大洋,ns,neg,7
1087,不值,n,neg,8
1087,混水,n,neg,9
1087,开关,v,neg,10
1087,装,v,neg,11
1087,两个,m,neg,12
1087,洞,n,neg,13
1087,洒水,v,neg,14
1087,开关,v,neg,15
1087,未,d,neg,16
1087,装,v,neg,17
1087,本来,t,neg,18
1087,安装,v,neg,19
1087,接头,v,neg,20
1087,块钱,n,neg,21
1087,搞定,v,neg,22
